,Type,Size_or_Members,Shape,Data_type
/AwakeEventData/TT41.BTV.412426/Acquisition/sigmaSet1,Dataset,1,"(1,)",float64
/AwakeEventData/TT41.BPM.412347/Acquisition/verAvePos,Dataset,1,"(1,)",float32
/AwakeEventData/SR.SCOPE43.CH03/Acquisition/diffStamps,Dataset,1,"(1,)",int64
/AwakeEventData/BOVWA.01TCV4.CAM8/ExtractionImage/beamIntensity,Dataset,1,"(1,)",float64
/AwakeEventData/FWHEEL01/Acq/status,Dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412350/Acquisition/observables,Dataset,1,"(1,)",int32
/AwakeEventData/RPCAH.TSG4.RCIBH.412349/Acquisition/currentAverage,Dataset,1,"(1,)",float32
/AwakeEventData/SPS.BCTDC.41435,Group,1,,
/AwakeEventData/SR.SCOPE43.CH05/Acquisition/sampleInterval,Dataset,1,"(1,)",float32
/AwakeEventData/BOVWA.04TT41.CAM4/ExtractionImage/verProjAmp,Dataset,1,"(1,)",float64
/AwakeEventData/BOVWA.04TCC4.AWAKECAM04/ExtractionImage/horProjection,Dataset,1600,"(1600,)",float64
